test_ids,Category,Sub_category
2015_5_7302_1001,0,14
2015_5_7304_1001,2,16
2015_5_7305_1001,3,18
2015_5_7306_1001,1,8
2015_5_7308_1001,1,19
2015_5_731_1001,4,17
2015_5_7311_1001,4,13
2015_5_7313_1001,2,15
2015_5_7314_1001,3,18
2015_5_7315_1001,3,18
2015_5_7316_1001,1,19
2015_5_7317_1001,1,19
2015_5_7318_1001,4,17
2015_5_732_1001,1,19
2015_5_7321_1001,4,17
2015_5_7323_1001,4,12
2015_5_7324_1001,4,17
2015_5_7326_1001,3,6
2015_5_7327_1001,1,19
2015_5_7329_1001,4,12
2015_5_733_1001,4,17
2015_5_7330_1001,3,6
2015_5_7331_1001,1,8
2015_5_7332_1001,3,6
2015_5_7334_1001,3,18
2015_5_7336_1001,4,13
2015_5_7337_1001,0,14
2015_5_7338_1001,1,19
2015_5_734_1001,4,17
2015_5_7340_1001,4,17
2015_5_7342_1001,1,19
2015_5_7343_1001,3,18
2015_5_7344_1001,4,17
2015_5_7345_1001,2,16
2015_5_7346_1001,4,9
2015_5_7347_1001,3,18
2015_5_7348_1001,2,16
2015_5_7349_1001,3,18
2015_5_7350_1001,2,15
2015_5_7351_1001,3,18
2015_5_7352_1001,0,10
2015_5_7353_1001,3,4
2015_5_7355_1001,4,17
2015_5_7357_1001,0,14
2015_5_7358_1001,4,17
2015_5_736_1001,4,17
2015_5_7360_1001,1,19
2015_5_7362_1001,4,17
2015_5_7363_1001,0,14
2015_5_7364_1001,1,19
2015_5_7365_1001,2,16
2015_5_7366_1001,0,14
2015_5_7367_1001,1,19
2015_5_7368_1001,4,13
2015_5_7369_1001,1,8
2015_5_737_1001,4,17
2015_5_7371_1001,4,17
2015_5_7372_1001,4,12
2015_5_7373_1001,4,17
2015_5_7375_1001,4,17
2015_5_7376_1001,4,17
2015_5_7377_1001,2,15
2015_5_7379_1001,4,17
2015_5_738_1001,1,19
2015_5_7381_1001,3,11
2015_5_7382_1001,3,18
2015_5_7383_1001,3,4
2015_5_7385_1001,2,16
2015_5_7386_1001,2,16
2015_5_7387_1001,2,15
2015_5_7388_1001,1,19
2015_5_7390_1001,1,19
2015_5_7391_1001,1,19
2015_5_7392_1001,0,14
2015_5_7393_1001,2,2
2015_5_7395_1001,0,14
2015_5_7396_1001,3,18
2015_5_7397_1001,1,19
2015_5_74_1001,4,13
2015_5_740_1001,1,19
2015_5_7400_1001,3,18
2015_5_7401_1001,2,15
2015_5_7402_1001,4,9
2015_5_7406_1001,4,17
2015_5_7408_1001,2,16
2015_5_7409_1001,1,19
2015_5_7413_1001,3,11
2015_5_7414_1001,2,16
2015_5_7415_1001,3,4
2015_5_7416_1001,0,14
2015_5_7417_1001,1,19
2015_5_7418_1001,2,15
2015_5_7419_1001,3,18
2015_5_7420_1001,1,19
2015_5_7421_1001,1,19
2015_5_7422_1001,4,12
2015_5_7423_1001,4,12
2015_5_743_1001,4,17
2015_5_7430_1001,2,16
2015_5_7431_1001,4,12
2015_5_7432_1001,0,10
2015_5_7434_1001,4,17
2015_5_7436_1001,4,17
2015_5_7437_1001,4,13
2015_5_744_1001,4,17
2015_5_7440_1001,0,10
2015_5_7441_1001,0,14
2015_5_7443_1001,4,12
2015_5_7444_1001,3,18
2015_5_7445_1001,1,19
2015_5_7446_1001,4,12
2015_5_7447_1001,4,13
2015_5_7448_1001,1,19
2015_5_7449_1001,4,12
2015_5_745_1001,4,17
2015_5_7451_1001,3,4
2015_5_7453_1001,2,15
2015_5_7454_1001,2,15
2015_5_7455_1001,1,19
2015_5_7456_1001,4,17
2015_5_7458_1001,3,11
2015_5_7459_1001,0,14
2015_5_7460_1001,4,17
2015_5_7461_1001,4,17
2015_5_7463_1001,3,18
2015_5_7464_1001,1,19
2015_5_7465_1001,2,16
2015_5_7466_1001,1,19
2015_5_7467_1001,0,14
2015_5_7469_1001,2,15
2015_5_747_1001,2,16
2015_5_7471_1001,3,18
2015_5_7472_1001,4,17
2015_5_7474_1001,2,16
2015_5_7477_1001,1,19
2015_5_7478_1001,2,16
2015_5_7479_1001,1,19
2015_5_748_1001,4,17
2015_5_7481_1001,2,16
2015_5_7482_1001,0,14
2015_5_7484_1001,1,19
2015_5_7486_1001,1,19
2015_5_7487_1001,1,19
2015_5_7489_1001,1,19
2015_5_7490_1001,1,19
2015_5_7492_1001,1,19
2015_5_7494_1001,4,12
2015_5_7495_1001,1,19
2015_5_7496_1001,3,18
2015_5_7498_1001,4,17
2015_5_7499_1001,2,16
2015_5_75_1001,3,18
2015_5_750_1001,4,13
2015_5_7500_1001,2,16
2015_5_7502_1001,2,16
2015_5_7503_1001,0,10
2015_5_7504_1001,1,19
2015_5_7506_1001,2,16
2015_5_7508_1001,1,19
2015_5_751_1001,1,8
2015_5_7511_1001,3,18
2015_5_7513_1001,2,16
2015_5_7514_1001,2,16
2015_5_7515_1001,0,14
2015_5_7516_1001,2,7
2015_5_7517_1001,3,18
2015_5_7518_1001,3,18
2015_5_7519_1001,1,19
2015_5_752_1001,4,17
2015_5_7521_1001,3,4
2015_5_7522_1001,3,11
2015_5_7523_1001,3,11
2015_5_7524_1001,2,16
2015_5_7525_1001,2,1
2015_5_7527_1001,1,19
2015_5_7528_1001,0,14
2015_5_753_1001,1,19
2015_5_7532_1001,4,12
2015_5_7533_1001,4,17
2015_5_7535_1001,2,16
2015_5_7537_1001,2,16
2015_5_7538_1001,2,16
2015_5_7539_1001,3,18
2015_5_754_1001,4,17
2015_5_7540_1001,4,17
2015_5_7542_1001,4,12
2015_5_7543_1001,0,14
2015_5_7544_1001,0,14
2015_5_7545_1001,1,19
2015_5_7547_1001,0,10
2015_5_7548_1001,2,16
2015_5_7549_1001,2,15
2015_5_7551_1001,2,16
2015_5_7552_1001,3,18
2015_5_7557_1001,2,16
2015_5_7558_1001,2,2
2015_5_7559_1001,4,9
2015_5_7561_1001,2,16
2015_5_7564_1001,4,17
2015_5_7565_1001,2,15
2015_5_7566_1001,0,10
2015_5_7567_1001,2,15
2015_5_7568_1001,1,19
2015_5_7569_1001,3,4
2015_5_757_1001,1,19
2015_5_7570_1001,3,4
2015_5_7572_1001,2,16
2015_5_7573_1001,3,18
2015_5_7576_1001,0,14
2015_5_758_1001,3,18
2015_5_7580_1001,2,16
2015_5_7581_1001,2,16
2015_5_7582_1001,2,16
2015_5_7584_1001,3,18
2015_5_7585_1001,4,17
2015_5_7586_1001,2,16
2015_5_7588_1001,0,14
2015_5_7589_1001,2,16
2015_5_759_1001,1,19
2015_5_7590_1001,1,8
2015_5_7591_1001,4,17
2015_5_7593_1001,2,16
2015_5_7595_1001,2,16
2015_5_7596_1001,0,14
2015_5_7598_1001,0,14
2015_5_7599_1001,2,15
2015_5_76_1001,1,19
2015_5_760_1001,2,15
2015_5_7600_1001,2,15
2015_5_7601_1001,3,11
2015_5_7602_1001,4,17
2015_5_7604_1001,2,16
2015_5_7605_1001,3,18
2015_5_7606_1001,0,14
2015_5_7607_1001,2,16
2015_5_7608_1001,2,16
2015_5_7609_1001,0,14
2015_5_761_1001,4,17
2015_5_7611_1001,1,19
2015_5_7612_1001,2,16
2015_5_7613_1001,0,14
2015_5_7614_1001,1,19
2015_5_7615_1001,4,17
2015_5_7617_1001,4,17
2015_5_762_1001,1,19
2015_5_7621_1001,3,5
2015_5_7623_1001,2,16
2015_5_7624_1001,1,19
2015_5_7625_1001,3,4
2015_5_7626_1001,3,18
2015_5_7627_1001,2,16
2015_5_7628_1001,1,8
2015_5_7630_1001,1,19
2015_5_7631_1001,4,13
2015_5_7632_1001,3,18
2015_5_7633_1001,2,15
2015_5_7634_1001,4,17
2015_5_7636_1001,2,15
2015_5_7638_1001,3,18
2015_5_7640_1001,3,18
2015_5_7641_1001,2,16
2015_5_7642_1001,3,5
2015_5_7643_1001,4,17
2015_5_7644_1001,3,11
2015_5_7645_1001,2,15
2015_5_7646_1001,2,15
2015_5_7647_1001,1,19
2015_5_7648_1001,4,17
2015_5_765_1001,4,17
2015_5_7650_1001,1,19
2015_5_7651_1001,2,16
2015_5_7653_1001,2,16
2015_5_7655_1001,1,19
2015_5_7658_1001,4,17
2015_5_7660_1001,0,14
2015_5_7662_1001,2,16
2015_5_7663_1001,2,15
2015_5_7664_1001,4,17
2015_5_7665_1001,2,16
2015_5_7667_1001,2,16
2015_5_7668_1001,2,15
2015_5_7669_1001,2,15
2015_5_767_1001,4,17
2015_5_7670_1001,2,16
2015_5_7671_1001,2,16
2015_5_7672_1001,0,14
2015_5_7673_1001,4,13
2015_5_7674_1001,0,14
2015_5_7675_1001,4,17
2015_5_7678_1001,3,18
2015_5_7679_1001,0,10
2015_5_768_1001,1,19
2015_5_7681_1001,4,17
2015_5_7682_1001,4,17
2015_5_7683_1001,3,18
2015_5_7685_1001,4,13
2015_5_7686_1001,2,16
2015_5_769_1001,0,14
2015_5_7690_1001,3,18
2015_5_7691_1001,1,19
2015_5_7693_1001,2,16
2015_5_7694_1001,1,19
2015_5_7696_1001,1,19
2015_5_7699_1001,1,19
2015_5_770_1001,1,19
2015_5_7700_1001,1,19
2015_5_7701_1001,1,19
2015_5_7703_1001,2,16
2015_5_7704_1001,2,15
2015_5_7705_1001,1,19
2015_5_7707_1001,4,17
2015_5_7709_1001,1,19
2015_5_771_1001,1,19
2015_5_7711_1001,3,18
2015_5_7712_1001,3,11
2015_5_7713_1001,2,16
2015_5_7714_1001,3,6
2015_5_7715_1001,2,16
2015_5_7716_1001,4,17
2015_5_7717_1001,1,19
2015_5_7718_1001,3,18
2015_5_772_1001,3,18
2015_5_7720_1001,3,18
2015_5_7722_1001,2,16
2015_5_7723_1001,4,17
2015_5_7725_1001,1,19
2015_5_7727_1001,2,15
2015_5_7728_1001,1,19
2015_5_7729_1001,1,19
2015_5_773_1001,3,18
2015_5_7730_1001,1,19
2015_5_7732_1001,3,11
2015_5_7733_1001,3,18
2015_5_7734_1001,2,16
2015_5_7735_1001,2,2
2015_5_7736_1001,2,16
2015_5_7737_1001,0,14
2015_5_7738_1001,0,10
2015_5_774_1001,4,17
2015_5_7741_1001,4,17
2015_5_7742_1001,4,17
2015_5_7745_1001,1,19
2015_5_7746_1001,3,18
2015_5_7748_1001,2,16
2015_5_7749_1001,2,15
2015_5_775_1001,2,15
2015_5_7750_1001,1,19
2015_5_7751_1001,1,19
2015_5_7753_1001,0,14
2015_5_7754_1001,4,17
2015_5_7756_1001,4,9
2015_5_7757_1001,0,14
2015_5_7758_1001,0,14
2015_5_7760_1001,4,13
2015_5_7761_1001,2,16
2015_5_7762_1001,2,15
2015_5_7763_1001,2,16
2015_5_7764_1001,1,19
2015_5_7768_1001,1,19
2015_5_7770_1001,1,8
2015_5_7771_1001,2,7
2015_5_7772_1001,3,18
2015_5_7774_1001,3,18
2015_5_7776_1001,1,19
2015_5_7778_1001,4,13
2015_5_7779_1001,2,16
2015_5_778_1001,4,9
2015_5_7780_1001,0,10
2015_5_7781_1001,1,19
2015_5_7782_1001,2,16
2015_5_7783_1001,2,16
2015_5_7784_1001,1,19
2015_5_7785_1001,1,19
2015_5_7786_1001,3,18
2015_5_7787_1001,2,16
2015_5_7788_1001,0,14
2015_5_7789_1001,0,10
2015_5_7790_1001,0,14
2015_5_7792_1001,0,14
2015_5_7793_1001,2,16
2015_5_7795_1001,4,17
2015_5_7796_1001,1,19
2015_5_7798_1001,1,19
2015_5_7799_1001,2,15
2015_5_78_1001,1,19
2015_5_7800_1001,4,13
2015_5_7802_1001,4,13
2015_5_7803_1001,3,18
2015_5_7805_1001,3,11
2015_5_7806_1001,3,18
2015_5_7807_1001,4,17
2015_5_7809_1001,4,9
2015_5_781_1001,3,11
2015_5_7810_1001,1,19
2015_5_7812_1001,4,13
2015_5_7813_1001,3,18
2015_5_7814_1001,3,11
2015_5_7815_1001,3,6
2015_5_7816_1001,0,14
2015_5_7817_1001,0,14
2015_5_7818_1001,0,10
2015_5_7819_1001,2,15
2015_5_782_1001,0,14
2015_5_7821_1001,1,19
2015_5_7822_1001,1,8
2015_5_7824_1001,2,16
2015_5_7825_1001,3,18
2015_5_7826_1001,3,4
2015_5_7827_1001,1,19
2015_5_7828_1001,4,13
2015_5_7829_1001,2,16
2015_5_783_1001,4,17
2015_5_7830_1001,3,4
2015_5_7831_1001,4,17
2015_5_7832_1001,3,18
2015_5_7833_1001,3,18
2015_5_7834_1001,4,9
2015_5_7835_1001,4,13
2015_5_7836_1001,2,16
2015_5_7837_1001,2,15
2015_5_7838_1001,4,17
2015_5_7839_1001,4,9
2015_5_784_1001,4,17
2015_5_7840_1001,3,18
2015_5_7841_1001,4,17
2015_5_7843_1001,1,8
2015_5_7844_1001,3,18
2015_5_7845_1001,1,8
2015_5_7846_1001,3,18
2015_5_7848_1001,2,15
2015_5_7849_1001,3,4
2015_5_785_1001,1,19
2015_5_7850_1001,2,16
2015_5_7851_1001,3,11
2015_5_7852_1001,3,11
2015_5_7853_1001,0,5
2015_5_7854_1001,2,16
2015_5_7856_1001,3,18
2015_5_7857_1001,3,18
2015_5_7858_1001,2,16
2015_5_786_1001,1,19
2015_5_7860_1001,0,14
2015_5_7861_1001,1,8
2015_5_7862_1001,1,19
2015_5_7863_1001,3,18
2015_5_7864_1001,4,9
2015_5_7865_1001,1,19
2015_5_7867_1001,1,19
2015_5_7868_1001,3,18
2015_5_787_1001,1,19
2015_5_7870_1001,2,16
2015_5_7871_1001,2,15
2015_5_7872_1001,2,16
2015_5_7873_1001,1,19
2015_5_7874_1001,2,2
2015_5_7876_1001,2,16
2015_5_7877_1001,4,12
2015_5_7878_1001,4,9
2015_5_7879_1001,3,5
2015_5_788_1001,3,11
2015_5_7880_1001,3,18
2015_5_7881_1001,4,17
2015_5_7882_1001,2,15
2015_5_7883_1001,4,9
2015_5_7884_1001,2,15
2015_5_7885_1001,2,16
2015_5_7886_1001,1,19
2015_5_7887_1001,3,18
2015_5_7888_1001,2,7
2015_5_7889_1001,1,8
2015_5_789_1001,3,18
2015_5_7890_1001,2,15
2015_5_7892_1001,1,19
2015_5_7893_1001,1,19
2015_5_7896_1001,1,19
2015_5_7897_1001,1,19
2015_5_7899_1001,4,17
2015_5_7900_1001,3,18
2015_5_7901_1001,3,18
2015_5_7903_1001,3,18
2015_5_7906_1001,2,16
2015_5_7907_1001,0,14
2015_5_7909_1001,1,19
2015_5_791_1001,1,19
2015_5_7913_1001,3,18
2015_5_7916_1001,2,16
2015_5_7917_1001,4,13
2015_5_7919_1001,0,14
2015_5_7920_1001,2,16
2015_5_7921_1001,4,12
2015_5_7922_1001,2,7
2015_5_7925_1001,2,15
2015_5_7926_1001,1,19
2015_5_7927_1001,2,16
2015_5_7928_1001,1,19
2015_5_7929_1001,0,14
2015_5_793_1001,1,19
2015_5_7930_1001,4,12
2015_5_7931_1001,3,18
2015_5_7932_1001,1,19
2015_5_7934_1001,2,15
2015_5_7935_1001,3,18
2015_5_7936_1001,2,2
2015_5_7937_1001,1,19
2015_5_7939_1001,4,12
2015_5_794_1001,3,18
2015_5_7940_1001,0,14
2015_5_7942_1001,0,10
2015_5_7943_1001,2,16
2015_5_7945_1001,4,17
2015_5_7947_1001,1,19
2015_5_7948_1001,3,4
2015_5_7949_1001,4,13
2015_5_795_1001,1,19
2015_5_7951_1001,2,16
2015_5_7954_1001,3,18
2015_5_7956_1001,2,16
2015_5_7957_1001,2,15
2015_5_7958_1001,3,11
2015_5_7959_1001,3,18
2015_5_796_1001,1,19
2015_5_7960_1001,3,18
2015_5_7962_1001,3,18
2015_5_7963_1001,2,15
2015_5_7964_1001,4,13
2015_5_7966_1001,4,17
2015_5_7968_1001,0,14
2015_5_797_1001,4,17
2015_5_7970_1001,3,18
2015_5_7971_1001,3,18
2015_5_7972_1001,3,18
2015_5_7973_1001,1,19
2015_5_7975_1001,2,16
2015_5_7977_1001,0,14
2015_5_7978_1001,2,16
2015_5_7979_1001,0,14
2015_5_798_1001,4,12
2015_5_7981_1001,2,7
2015_5_7982_1001,0,14
2015_5_7983_1001,2,15
2015_5_7984_1001,4,12
2015_5_7986_1001,4,17
2015_5_7988_1001,1,8
2015_5_7989_1001,3,18
2015_5_799_1001,3,18
2015_5_7990_1001,2,15
2015_5_7992_1001,0,14
2015_5_7994_1001,3,18
2015_5_7998_1001,2,16
2015_5_7999_1001,3,6
2015_5_8_1001,2,16
2015_5_80_1001,2,15
2015_5_800_1001,3,18
2015_5_8000_1001,1,8
2015_5_8001_1001,2,16
2015_5_8002_1001,0,14
2015_5_8004_1001,3,18
2015_5_8005_1001,1,19
2015_5_8006_1001,0,14
2015_5_8007_1001,1,8
2015_5_8008_1001,2,16
2015_5_8009_1001,3,18
2015_5_801_1001,4,17
2015_5_8011_1001,1,19
2015_5_8013_1001,2,15
2015_5_8014_1001,1,19
2015_5_8016_1001,3,5
2015_5_8017_1001,4,17
2015_5_8018_1001,1,19
2015_5_802_1001,4,17
2015_5_8020_1001,1,19
2015_5_8022_1001,4,9
2015_5_8023_1001,4,9
2015_5_8024_1001,1,19
2015_5_8026_1001,1,19
2015_5_8027_1001,4,17
2015_5_8029_1001,1,8
2015_5_8030_1001,2,7
2015_5_8031_1001,2,15
2015_5_8032_1001,4,17
2015_5_8033_1001,1,19
2015_5_8034_1001,3,18
2015_5_8035_1001,2,16
2015_5_8036_1001,2,15
2015_5_8037_1001,2,16
2015_5_8038_1001,2,16
2015_5_8039_1001,1,19
2015_5_804_1001,1,19
2015_5_8040_1001,2,16
2015_5_8041_1001,2,16
2015_5_8042_1001,2,16
2015_5_8044_1001,4,17
2015_5_8046_1001,4,12
2015_5_8047_1001,4,17
2015_5_8049_1001,1,19
2015_5_805_1001,1,19
2015_5_8050_1001,2,16
2015_5_8051_1001,3,18
2015_5_8052_1001,2,16
2015_5_8053_1001,1,8
2015_5_8054_1001,1,19
2015_5_8059_1001,4,17
2015_5_8060_1001,2,16
2015_5_8062_1001,4,13
2015_5_8063_1001,2,16
2015_5_8064_1001,2,15
2015_5_8066_1001,2,16
2015_5_8067_1001,4,17
2015_5_8069_1001,2,15
2015_5_807_1001,2,15
2015_5_8070_1001,2,15
2015_5_8071_1001,0,14
2015_5_8072_1001,0,14
2015_5_8073_1001,1,19
2015_5_8075_1001,1,19
2015_5_8076_1001,2,16
2015_5_8077_1001,2,16
2015_5_8078_1001,4,17
2015_5_808_1001,2,15
2015_5_8080_1001,3,18
2015_5_8081_1001,2,15
2015_5_8082_1001,0,14
2015_5_8083_1001,1,8
2015_5_8084_1001,2,16
2015_5_8087_1001,2,16
2015_5_8088_1001,2,16
2015_5_809_1001,0,14
2015_5_8090_1001,3,11
2015_5_8091_1001,4,17
2015_5_8094_1001,2,16
2015_5_8096_1001,2,16
2015_5_8099_1001,2,7
2015_5_81_1001,2,15
2015_5_8101_1001,3,6
2015_5_8102_1001,3,18
2015_5_8103_1001,3,18
2015_5_8104_1001,4,13
2015_5_8105_1001,2,16
2015_5_8106_1001,4,17
2015_5_8107_1001,2,15
2015_5_8108_1001,2,16
2015_5_811_1001,4,17
2015_5_8110_1001,1,19
2015_5_8111_1001,3,18
2015_5_8112_1001,2,15
2015_5_8114_1001,1,19
2015_5_8118_1001,3,18
2015_5_8119_1001,3,18
2015_5_812_1001,4,17
2015_5_8120_1001,3,11
2015_5_8121_1001,3,11
2015_5_8122_1001,3,11
2015_5_8123_1001,2,16
2015_5_8126_1001,1,8
2015_5_8127_1001,3,18
2015_5_8129_1001,3,18
2015_5_813_1001,1,19
2015_5_8130_1001,4,17
2015_5_8132_1001,1,19
2015_5_8135_1001,2,16
2015_5_8136_1001,0,14
2015_5_8138_1001,1,8
2015_5_8140_1001,3,18
2015_5_8141_1001,2,16
2015_5_8142_1001,4,17
2015_5_8144_1001,1,19
2015_5_8148_1001,0,14
2015_5_8152_1001,1,19
2015_5_8154_1001,2,16
2015_5_8155_1001,3,18
2015_5_8156_1001,2,15
2015_5_8157_1001,2,15
2015_5_8159_1001,4,13
2015_5_816_1001,2,7
2015_5_8160_1001,2,15
2015_5_8161_1001,0,14
2015_5_8163_1001,2,16
2015_5_8166_1001,1,19
2015_5_817_1001,1,19
2015_5_8170_1001,3,18
2015_5_8171_1001,2,16
2015_5_8172_1001,3,18
2015_5_8174_1001,3,18
2015_5_8176_1001,3,4
2015_5_8177_1001,2,15
2015_5_8178_1001,2,15
2015_5_8179_1001,3,18
2015_5_818_1001,3,18
2015_5_8180_1001,4,17
2015_5_8182_1001,4,17
2015_5_8183_1001,1,19
2015_5_8187_1001,0,14
2015_5_8188_1001,2,7
2015_5_819_1001,4,17
2015_5_8190_1001,3,18
2015_5_8191_1001,1,19
2015_5_8192_1001,1,8
2015_5_8193_1001,3,18
2015_5_8194_1001,4,17
2015_5_8195_1001,4,17
2015_5_8197_1001,2,16
2015_5_8198_1001,1,19
2015_5_820_1001,3,18
2015_5_8200_1001,1,19
2015_5_8201_1001,0,14
2015_5_8202_1001,4,13
2015_5_8204_1001,4,12
2015_5_8206_1001,0,10
2015_5_8207_1001,1,19
2015_5_8208_1001,1,19
2015_5_8209_1001,3,18
2015_5_821_1001,4,17
2015_5_8210_1001,1,19
2015_5_8212_1001,1,19
2015_5_8214_1001,2,15
2015_5_8215_1001,2,16
2015_5_8216_1001,3,18
2015_5_8217_1001,2,15
2015_5_8219_1001,2,16
2015_5_8220_1001,2,16
2015_5_8221_1001,2,16
2015_5_8222_1001,0,14
2015_5_8223_1001,1,19
2015_5_8226_1001,3,18
2015_5_8227_1001,2,16
2015_5_8229_1001,2,16
2015_5_8231_1001,3,18
2015_5_8232_1001,2,16
2015_5_8233_1001,4,9
2015_5_8234_1001,1,19
2015_5_8236_1001,1,19
2015_5_8238_1001,2,16
2015_5_8239_1001,2,15
2015_5_824_1001,1,19
2015_5_8240_1001,2,15
2015_5_8241_1001,2,16
2015_5_8243_1001,3,18
2015_5_8244_1001,1,8
2015_5_8245_1001,2,15
2015_5_8246_1001,2,16
2015_5_8247_1001,1,8
2015_5_8248_1001,2,15
2015_5_8249_1001,1,19
2015_5_8250_1001,4,13
2015_5_8251_1001,3,18
2015_5_8253_1001,2,16
2015_5_8255_1001,2,15
2015_5_8256_1001,2,15
2015_5_8257_1001,2,15
2015_5_8258_1001,3,18
2015_5_8262_1001,3,18
2015_5_8263_1001,2,16
2015_5_8264_1001,2,15
2015_5_8266_1001,3,18
2015_5_8269_1001,4,17
2015_5_8271_1001,4,17
2015_5_8272_1001,1,19
2015_5_8274_1001,2,1
2015_5_8275_1001,1,19
2015_5_8277_1001,2,16
2015_5_8278_1001,1,8
2015_5_8279_1001,3,18
2015_5_828_1001,1,19
2015_5_8280_1001,3,18
2015_5_8281_1001,3,11
2015_5_8282_1001,1,19
2015_5_8284_1001,1,8
2015_5_8285_1001,1,8
2015_5_8287_1001,4,9
2015_5_829_1001,1,19
2015_5_8290_1001,1,19
2015_5_8292_1001,3,18
2015_5_8293_1001,4,13
2015_5_8294_1001,2,16
2015_5_8296_1001,2,16
2015_5_8298_1001,3,18
2015_5_8299_1001,3,18
2015_5_830_1001,2,7
2015_5_8300_1001,2,15
2015_5_8302_1001,2,16
2015_5_8303_1001,4,9
2015_5_8304_1001,1,19
2015_5_8306_1001,3,18
2015_5_8308_1001,2,16
2015_5_831_1001,1,19
2015_5_8310_1001,1,8
2015_5_8311_1001,1,8
2015_5_8312_1001,4,17
2015_5_8313_1001,2,16
2015_5_8315_1001,2,7
2015_5_8316_1001,4,17
2015_5_8318_1001,3,11
2015_5_8319_1001,1,19
2015_5_832_1001,1,19
2015_5_8320_1001,1,19
2015_5_8322_1001,3,18
2015_5_8323_1001,1,19
2015_5_8325_1001,1,19
2015_5_8328_1001,2,15
2015_5_8329_1001,1,19
2015_5_833_1001,3,11
2015_5_8331_1001,2,16
2015_5_8333_1001,1,19
2015_5_8334_1001,1,19
2015_5_8335_1001,2,15
2015_5_8336_1001,4,12
2015_5_8337_1001,4,17
2015_5_8338_1001,1,19
2015_5_834_1001,1,19
2015_5_8340_1001,0,14
2015_5_8343_1001,4,17
2015_5_8344_1001,4,17
2015_5_8345_1001,2,15
2015_5_8346_1001,1,19
2015_5_8347_1001,1,19
2015_5_8348_1001,0,14
2015_5_835_1001,0,10
2015_5_8350_1001,3,18
2015_5_8351_1001,3,18
2015_5_8352_1001,0,14
2015_5_8353_1001,4,9
2015_5_8354_1001,4,9
2015_5_8355_1001,2,16
2015_5_8356_1001,0,14
2015_5_8358_1001,2,15
2015_5_8359_1001,2,15
2015_5_836_1001,1,19
2015_5_8360_1001,1,19
2015_5_8362_1001,2,15
2015_5_8363_1001,2,15
2015_5_8365_1001,2,15
2015_5_8366_1001,2,16
2015_5_8367_1001,2,15
2015_5_8368_1001,2,16
2015_5_8369_1001,2,16
2015_5_837_1001,4,17
2015_5_8370_1001,2,16
2015_5_8371_1001,2,16
2015_5_8376_1001,2,16
2015_5_8377_1001,2,16
2015_5_8378_1001,3,18
2015_5_8379_1001,2,16
2015_5_8380_1001,3,11
2015_5_8381_1001,1,8
2015_5_8382_1001,2,16
2015_5_8383_1001,4,17
2015_5_8384_1001,4,13
2015_5_8385_1001,1,19
2015_5_8386_1001,2,16
2015_5_8387_1001,3,18
2015_5_8389_1001,0,10
2015_5_839_1001,1,19
2015_5_8391_1001,1,19
2015_5_8393_1001,1,19
2015_5_8394_1001,1,19
2015_5_8396_1001,4,9
2015_5_8397_1001,3,11
2015_5_8398_1001,3,11
2015_5_8399_1001,4,13
2015_5_84_1001,3,18
2015_5_8400_1001,0,14
2015_5_8401_1001,4,17
2015_5_8402_1001,1,19
2015_5_8404_1001,2,16
2015_5_8405_1001,0,14
2015_5_8406_1001,2,16
2015_5_8407_1001,2,15
2015_5_8408_1001,4,12
2015_5_8409_1001,2,15
2015_5_8411_1001,1,8
2015_5_8412_1001,1,19
2015_5_8414_1001,1,19
2015_5_8416_1001,1,19
2015_5_8417_1001,4,17
2015_5_8418_1001,2,16
2015_5_842_1001,3,5
2015_5_8420_1001,1,19
2015_5_8422_1001,3,11
2015_5_8425_1001,0,14
2015_5_8426_1001,1,19
2015_5_8429_1001,2,15
2015_5_843_1001,3,11
2015_5_8430_1001,0,14
2015_5_8431_1001,4,9
2015_5_8432_1001,4,17
2015_5_8434_1001,2,15
2015_5_8435_1001,2,16
2015_5_8436_1001,4,13
2015_5_8437_1001,3,18
2015_5_8438_1001,0,14
2015_5_8439_1001,1,19
2015_5_8442_1001,4,17
2015_5_8443_1001,2,16
2015_5_8444_1001,3,11
2015_5_8445_1001,2,16
2015_5_8447_1001,3,18
2015_5_8449_1001,3,18
2015_5_8450_1001,3,5
2015_5_8451_1001,1,19
2015_5_8452_1001,0,14
2015_5_8453_1001,0,14
2015_5_8454_1001,2,16
2015_5_8455_1001,3,18
2015_5_8456_1001,4,17
2015_5_8457_1001,2,16
2015_5_8458_1001,0,14
2015_5_8459_1001,1,19
2015_5_846_1001,4,17
2015_5_8460_1001,2,16
2015_5_8462_1001,3,18
2015_5_8463_1001,3,6
2015_5_8464_1001,2,15
2015_5_8465_1001,4,17
2015_5_8467_1001,3,18
2015_5_8468_1001,3,18
2015_5_8469_1001,1,19
2015_5_8471_1001,4,12
2015_5_8472_1001,3,18
2015_5_8473_1001,4,17
2015_5_8475_1001,0,10
2015_5_8477_1001,2,16
2015_5_8479_1001,2,16
2015_5_848_1001,1,19
2015_5_8480_1001,4,17
2015_5_8484_1001,4,17
2015_5_8485_1001,2,16
2015_5_8487_1001,2,15
2015_5_8488_1001,0,14
2015_5_8489_1001,0,14
2015_5_849_1001,1,19
2015_5_8490_1001,3,18
2015_5_8491_1001,1,8
2015_5_8493_1001,1,19
2015_5_8495_1001,2,15
2015_5_8496_1001,0,10
2015_5_8498_1001,2,16
2015_5_8499_1001,2,16
2015_5_85_1001,3,5
