ID,categories,sub_categories
2015_5_7055_1001,3,9
2015_5_7058_1001,4,7
2015_5_7059_1001,5,8
2015_5_7063_1001,2,6
2015_5_7065_1001,4,15
2015_5_7067_1001,3,4
2015_5_7069_1001,5,4
2015_5_7073_1001,2,15
2015_5_7074_1001,2,19
2015_5_7080_1001,4,9
2015_5_7084_1001,4,7
2015_5_7085_1001,5,14
2015_5_7094_1001,5,15
2015_5_7106_1001,5,14
2015_5_7117_1001,1,20
2015_5_7120_1001,1,15
2015_5_7121_1001,4,15
2015_5_7130_1001,2,9
2015_5_7132_1001,5,14
2015_1_4340_1001,3,4
2015_1_4341_1001,1,5
2015_1_4346_1001,2,14
2015_1_4352_1001,5,20
2015_1_4356_1001,3,10
2015_1_4358_1001,1,11
2015_1_4360_1001,5,8
2015_1_4370_1001,1,15
2015_1_4371_1001,2,7
2015_1_4375_1001,4,7
2015_1_4377_1001,5,15
2015_1_4380_1001,5,10
2015_1_4383_1001,1,15
2015_1_4384_1001,4,7
2015_1_4388_1001,1,20
2015_1_4392_1001,5,8
2015_1_4398_1001,1,7
2015_1_4404_1001,2,7
2015_1_4413_1001,2,7
2015_1_4417_1001,5,8
2015_1_4428_1001,3,9
2015_1_4438_1001,2,20
2015_1_4440_1001,2,4
2015_1_4442_1001,5,16
2015_1_4451_1001,3,2
2015_1_4454_1001,2,7
2015_1_4456_1001,4,7
2015_1_4460_1001,3,16
2015_1_4469_1001,4,10
2015_1_4473_1001,4,15
2015_1_4474_1001,2,6
2015_1_4478_1001,5,17
2015_1_4497_1001,4,17
2015_1_4498_1001,5,7
2015_1_4501_1001,5,11
2015_1_4506_1001,3,7
2015_1_4512_1001,1,7
2015_1_4519_1001,1,6
2015_1_4524_1001,5,7
2015_1_4529_1001,5,18
2015_1_4530_1001,3,15
2015_1_4531_1001,3,14
2015_1_4533_1001,2,15
2015_1_4536_1001,3,15
2015_1_4541_1001,1,16
2015_1_4544_1001,2,9
2015_1_4545_1001,2,13
2015_1_4548_1001,4,20
2015_1_4549_1001,5,6
2015_1_4552_1001,5,17
2015_1_4560_1001,3,11
2015_1_4571_1001,4,8
2015_1_4574_1001,5,5
2015_1_4584_1001,5,15
2015_1_4585_1001,1,10
2015_1_4586_1001,5,8
2015_1_4587_1001,5,20
2015_1_4596_1001,5,13
2015_1_4599_1001,2,9
2015_1_4603_1001,4,11
2015_1_4606_1001,2,6
2015_1_4609_1001,5,9
2015_1_4614_1001,1,15
2015_1_4615_1001,4,2
2015_1_4616_1001,1,20
2015_1_4620_1001,1,17
2015_1_4628_1001,5,5
2015_1_4629_1001,2,4
2015_1_4630_1001,3,10
2015_1_4633_1001,5,17
2015_1_4634_1001,2,7
2015_1_4639_1001,3,8
2015_1_4646_1001,3,15
2015_1_4649_1001,5,8
2015_1_4653_1001,5,8
2015_1_4659_1001,5,18
2015_1_4663_1001,5,14
2015_1_4664_1001,5,20
2015_1_4666_1001,5,14
2015_1_4669_1001,2,15
2015_1_4670_1001,5,15
2015_1_4672_1001,5,1
2015_1_4674_1001,5,20
2015_1_4690_1001,5,15
2015_1_4700_1001,1,15
2015_1_4705_1001,5,9
2015_1_4706_1001,2,14
2015_1_4713_1001,4,15
2015_1_4714_1001,2,9
2015_1_4716_1001,4,8
2015_1_4717_1001,5,10
2015_1_4720_1001,5,15
2015_1_4721_1001,5,8
2015_1_4725_1001,4,9
2015_1_4726_1001,5,15
2015_1_4733_1001,4,17
2015_1_4737_1001,3,15
2015_1_4744_1001,4,10
2015_1_4748_1001,3,17
2015_1_4750_1001,1,18
2015_1_4764_1001,2,1
2015_1_4777_1001,2,6
2015_1_4778_1001,2,9
2015_1_4784_1001,5,8
2015_1_4786_1001,1,14
2015_1_4789_1001,3,15
2015_1_4790_1001,4,15
2015_1_4791_1001,4,7
2015_1_4807_1001,4,16
2015_1_4808_1001,5,15
2015_1_4811_1001,3,15
2015_1_4815_1001,5,15
2015_1_4816_1001,5,11
2015_1_4821_1001,5,5
2015_1_4825_1001,1,7
2015_1_4833_1001,5,15
2015_1_4843_1001,3,7
2015_1_4847_1001,1,20
2015_1_4852_1001,1,7
2015_1_4853_1001,5,15
2015_1_4858_1001,1,14
2015_1_4867_1001,2,15
2015_1_4873_1001,2,10
2015_1_4886_1001,5,15
2015_1_4889_1001,2,8
2015_1_4893_1001,2,8
2015_1_4897_1001,5,8
2015_1_4898_1001,4,15
2015_1_4899_1001,5,17
2015_1_4904_1001,3,15
2015_1_4905_1001,5,4
2015_1_4912_1001,1,18
2015_1_4914_1001,5,14
2015_1_4916_1001,1,9
2015_1_4922_1001,2,6
2015_1_4925_1001,4,6
2015_1_4929_1001,5,14
2015_1_4930_1001,3,17
2015_1_4936_1001,5,15
2015_1_4937_1001,4,7
2015_1_4942_1001,2,17
2015_1_4946_1001,3,15
2015_1_4947_1001,5,15
2015_1_4948_1001,1,18
2015_1_4950_1001,2,11
2015_1_4952_1001,2,14
2015_1_4959_1001,1,7
2015_1_4960_1001,1,15
2015_1_4961_1001,3,16
2015_1_4962_1001,2,10
2015_1_4963_1001,3,7
2015_1_4970_1001,4,9
2015_1_4971_1001,5,9
2015_1_4973_1001,5,10
2015_1_4976_1001,5,13
2015_1_4981_1001,1,15
2015_1_4982_1001,5,7
2015_1_4996_1001,5,6
2015_1_5007_1001,4,8
2015_1_5010_1001,3,9
2015_1_5011_1001,5,15
2015_1_5020_1001,5,8
2015_1_5021_1001,5,7
2015_1_5022_1001,5,1
2015_1_5032_1001,2,7
2015_1_5033_1001,2,10
2015_1_5036_1001,5,13
2015_1_5037_1001,5,9
2015_1_5041_1001,5,1
2015_1_5042_1001,2,18
2015_1_5047_1001,1,14
2015_1_5048_1001,2,5
2015_1_5052_1001,1,9
2015_1_5055_1001,1,13
2015_1_5058_1001,5,20
2015_1_5064_1001,2,14
2015_1_5076_1001,2,11
2015_1_5078_1001,5,7
2015_1_5086_1001,4,11
2015_1_5087_1001,1,13
2015_1_5088_1001,5,18
2015_1_5090_1001,4,1
2015_1_5093_1001,5,20
2015_1_5095_1001,1,1
2015_1_5098_1001,5,1
2015_1_5100_1001,3,20
2015_1_5105_1001,5,15
2015_1_5111_1001,2,20
2015_1_5114_1001,1,15
2015_1_5115_1001,5,5
2015_1_5120_1001,2,18
2015_1_5130_1001,3,18
2015_1_5155_1001,1,9
2015_1_5156_1001,2,17
2015_1_5157_1001,2,7
2015_1_5166_1001,2,8
2015_1_5168_1001,2,8
2015_1_5170_1001,5,20
2015_1_5171_1001,5,15
2015_1_5183_1001,2,10
2015_1_5184_1001,2,15
2015_1_5190_1001,1,11
2015_1_5192_1001,5,5
2015_1_5199_1001,4,17
2015_1_5203_1001,5,9
2015_1_5207_1001,4,11
2015_1_5208_1001,1,15
2015_1_5212_1001,4,14
2015_1_5214_1001,1,7
2015_1_5225_1001,2,14
2015_1_5231_1001,1,8
2015_1_5235_1001,5,11
2015_1_5237_1001,3,5
2015_1_5254_1001,4,10
2015_1_5259_1001,3,11
2015_1_5262_1001,5,11
2015_1_5280_1001,1,13
2015_1_5284_1001,1,7
2015_1_5288_1001,4,7
2015_1_5290_1001,5,15
2015_1_5297_1001,1,15
2015_1_5299_1001,1,8
2015_1_5300_1001,5,17
2015_1_5307_1001,1,11
2015_1_5308_1001,4,14
2015_1_5311_1001,2,19
2015_1_5313_1001,2,14
2015_1_5320_1001,5,8
2015_1_5324_1001,5,17
2015_1_5326_1001,1,15
2015_1_5332_1001,1,20
2015_1_5334_1001,5,8
2015_1_5338_1001,5,14
2015_2_833_1001,5,18
2015_2_837_1001,2,9
2015_2_838_1001,2,19
2015_2_843_1001,3,15
2015_2_844_1001,4,4
2015_2_845_1001,5,14
2015_2_856_1001,5,9
2015_2_857_1001,2,9
2015_2_861_1001,2,2
2015_2_863_1001,4,15
2015_2_868_1001,2,10
2015_2_874_1001,5,14
2015_2_877_1001,5,20
2015_2_882_1001,4,10
2015_2_892_1001,2,15
2015_2_908_1001,4,15
2015_2_910_1001,5,20
2015_2_917_1001,3,1
2015_2_920_1001,5,15
2015_2_922_1001,5,5
2015_2_928_1001,4,15
2015_2_937_1001,5,7
2015_2_938_1001,5,15
2015_2_943_1001,1,5
2015_2_950_1001,4,13
2015_2_963_1001,1,15
2015_2_964_1001,4,20
2015_2_965_1001,4,15
2015_2_969_1001,5,13
2015_2_970_1001,5,7
2015_2_973_1001,2,6
2015_2_979_1001,5,1
2015_2_988_1001,4,20
2015_2_990_1001,4,20
2015_2_993_1001,5,17
2015_2_995_1001,3,9
2015_2_998_1001,5,7
2015_2_1005_1001,3,18
2015_2_1011_1001,4,9
2015_2_1015_1001,1,8
2015_2_1016_1001,2,15
2015_2_1018_1001,1,15
2015_2_1023_1001,3,20
2015_2_1027_1001,5,7
2015_2_1029_1001,4,6
2015_2_1030_1001,5,5
2015_2_1031_1001,5,9
2015_2_1033_1001,5,18
2015_2_1048_1001,5,11
2015_2_1052_1001,5,15
2015_2_1057_1001,5,5
2015_2_1066_1001,4,9
2015_2_1074_1001,3,20
2015_2_1075_1001,1,7
2015_2_1076_1001,3,8
2015_2_1077_1001,2,9
2015_2_1080_1001,2,17
2015_2_1086_1001,5,20
2015_2_1088_1001,2,15
2015_2_1097_1001,5,6
2015_2_1098_1001,5,7
2015_2_1099_1001,5,7
2015_2_1102_1001,5,9
2015_2_1106_1001,2,7
2015_2_1109_1001,3,14
2015_2_1113_1001,2,19
2015_2_1123_1001,5,15
2015_2_1125_1001,1,20
2015_2_1132_1001,5,9
2015_2_1137_1001,5,19
2015_2_1139_1001,3,10
2015_2_1143_1001,5,7
2015_2_1153_1001,4,19
2015_2_1160_1001,5,15
2015_2_1162_1001,4,11
2015_2_1163_1001,5,11
2015_2_1167_1001,5,15
2015_2_1170_1001,1,1
2015_2_1179_1001,5,4
2015_2_1191_1001,2,6
2015_2_1192_1001,2,12
2015_2_1202_1001,5,18
2015_2_1205_1001,2,16
2015_2_1211_1001,4,7
2015_2_1213_1001,1,9
2015_2_1217_1001,2,9
2015_2_1218_1001,4,10
2015_2_1220_1001,1,20
2015_2_1222_1001,5,9
2015_2_1226_1001,2,19
2015_2_1227_1001,5,10
2015_2_1232_1001,2,10
2015_2_1235_1001,5,4
2015_2_1236_1001,4,4
2015_2_1239_1001,5,7
2015_2_1241_1001,3,1
2015_2_1243_1001,5,8
2015_2_1249_1001,1,15
2015_2_1252_1001,2,15
2015_2_1256_1001,1,4
2015_2_1257_1001,3,11
2015_2_1261_1001,5,9
2015_2_1267_1001,1,14
2015_2_1274_1001,5,10
2015_2_1282_1001,5,20
2015_2_1285_1001,1,8
2015_2_1286_1001,5,8
2015_2_1287_1001,5,17
2015_2_1289_1001,2,15
2015_2_1294_1001,1,7
2015_2_1296_1001,5,15
2015_2_1300_1001,2,19
2015_2_1301_1001,4,15
2015_2_1302_1001,4,15
2015_2_1311_1001,3,7
2015_2_1314_1001,1,6
2015_2_1315_1001,5,19
2015_2_1322_1001,5,19
2015_2_1324_1001,2,9
2015_2_1327_1001,3,15
2015_2_1329_1001,2,8
2015_2_1331_1001,5,20
2015_2_1333_1001,1,11
2015_2_1336_1001,1,17
2015_2_1340_1001,1,20
2015_2_1350_1001,5,9
2015_2_1357_1001,2,9
2015_2_1359_1001,4,15
2015_2_1360_1001,5,8
2015_2_1368_1001,5,8
2015_2_1369_1001,5,15
2015_2_1371_1001,3,9
2015_2_1383_1001,5,16
2015_2_1385_1001,5,14
2015_2_1387_1001,5,9
2015_2_1397_1001,1,18
2015_2_1398_1001,5,14
2015_2_1407_1001,2,15
2015_2_1446_1001,2,17
2015_2_1450_1001,1,9
2015_2_1452_1001,4,11
2015_2_1453_1001,1,14
2015_2_1454_1001,5,7
2015_2_1456_1001,2,17
2015_2_1458_1001,3,8
2015_2_1459_1001,5,15
2015_2_1461_1001,3,14
2015_2_1467_1001,1,15
2015_2_1472_1001,2,15
2015_2_1479_1001,4,14
2015_2_1482_1001,2,13
2015_2_1483_1001,2,13
2015_2_1491_1001,4,16
2015_2_1501_1001,1,11
2015_2_1516_1001,4,15
2015_2_1519_1001,5,15
2015_2_1524_1001,4,15
2015_2_1527_1001,2,8
2015_2_1528_1001,1,10
2015_2_1529_1001,4,14
2015_2_1531_1001,5,14
2015_2_1532_1001,5,14
2015_2_1533_1001,4,20
2015_2_1536_1001,5,20
2015_2_1541_1001,3,17
2015_2_1542_1001,5,15
2015_2_1543_1001,2,6
2015_2_1546_1001,2,7
2015_2_1552_1001,2,11
2015_2_1569_1001,5,7
2015_2_1573_1001,5,7
2015_2_1578_1001,4,15
2015_2_1580_1001,2,7
2015_2_1584_1001,5,8
2015_2_1589_1001,5,13
2015_2_1592_1001,5,13
2015_2_1593_1001,1,7
2015_2_1595_1001,1,4
2015_2_1599_1001,4,9
2015_2_1600_1001,1,7
2015_2_1615_1001,2,15
2015_2_1619_1001,4,15
2015_2_1620_1001,1,18
2015_2_1622_1001,1,20
2015_2_1628_1001,5,9
2015_2_1634_1001,3,15
2015_2_1638_1001,5,7
2015_2_1639_1001,5,20
2015_2_1642_1001,1,14
2015_2_1643_1001,4,9
2015_2_1646_1001,2,8
2015_2_1649_1001,5,15
2015_2_1651_1001,2,15
2015_2_1657_1001,4,12
2015_2_1659_1001,5,20
2015_2_1662_1001,1,15
2015_2_1670_1001,4,10
2015_2_1671_1001,3,16
2015_2_1678_1001,5,9
2015_2_1679_1001,2,15
2015_2_1680_1001,4,9
2015_2_1682_1001,5,15
2015_2_1690_1001,5,7
2015_2_1694_1001,5,20
2015_2_1698_1001,2,15
2015_2_1707_1001,5,15
2015_2_1708_1001,1,8
2015_2_1709_1001,5,8
2015_2_1711_1001,3,16
2015_2_1713_1001,5,15
2015_2_1717_1001,4,6
2015_2_1718_1001,2,9
2015_2_1723_1001,1,15
2015_2_1725_1001,5,15
2015_2_1727_1001,3,17
2015_2_1731_1001,4,15
2015_2_1734_1001,1,19
2015_2_1735_1001,2,16
2015_2_1740_1001,5,16
2015_2_1743_1001,3,7
2015_2_1744_1001,4,9
2015_2_4067_1001,2,9
2015_2_4068_1001,2,18
2015_2_4071_1001,2,15
2015_2_4074_1001,3,13
2015_2_4077_1001,1,9
2015_2_4079_1001,4,9
2015_2_4083_1001,4,13
2015_2_4084_1001,1,15
2015_2_4090_1001,3,20
2015_2_4100_1001,5,14
2015_2_4105_1001,1,15
2015_2_4106_1001,5,8
2015_2_4113_1001,4,20
2015_2_4115_1001,2,13
2015_2_4117_1001,1,17
2015_2_4126_1001,5,14
2015_2_4140_1001,3,16
2015_2_4147_1001,1,20
2015_2_4150_1001,4,11
2015_2_4154_1001,2,14
2015_2_4168_1001,3,17
2015_2_4173_1001,5,4
2015_2_4174_1001,1,11
2015_2_4176_1001,1,9
2015_2_4182_1001,5,8
2015_2_4184_1001,4,7
2015_2_4189_1001,2,20
2015_2_4195_1001,5,16
2015_2_4210_1001,1,1
2015_2_4212_1001,3,15
2015_2_4217_1001,4,9
2015_2_4219_1001,3,18
2015_2_4224_1001,4,7
2015_2_4227_1001,2,1
2015_2_4231_1001,4,8
2015_2_4232_1001,1,8
2015_2_4243_1001,5,7
2015_2_4250_1001,3,10
2015_2_4257_1001,1,8
2015_2_4259_1001,4,19
2015_2_4260_1001,5,11
2015_2_4268_1001,3,9
2015_2_4295_1001,2,7
2015_2_4297_1001,2,4
2015_2_4300_1001,2,15
2015_2_4307_1001,2,8
2015_2_4317_1001,3,7
2015_2_4321_1001,4,11
2015_2_4322_1001,3,19
2015_2_4326_1001,5,16
2015_2_4332_1001,5,17
2015_2_4338_1001,5,15
2015_2_4343_1001,1,17
2015_2_4350_1001,2,4
2015_2_4351_1001,5,10
2015_2_4367_1001,5,7
2015_2_4370_1001,5,9
2015_2_4378_1001,5,15
2015_2_4384_1001,3,15
2015_2_4392_1001,3,9
2015_2_4394_1001,4,9
2015_2_4402_1001,4,20
2015_2_4406_1001,5,14
2015_2_4413_1001,4,15
2015_2_4417_1001,4,7
2015_3_5121_1001,3,10
2015_3_5122_1001,3,9
2015_3_5123_1001,5,15
2015_3_5131_1001,5,8
2015_3_5135_1001,2,15
2015_3_5139_1001,4,14
2015_3_5145_1001,5,18
2015_3_5164_1001,1,9
2015_3_5179_1001,5,19
2015_3_5180_1001,5,17
2015_3_5188_1001,2,5
2015_3_5190_1001,3,9
2015_3_5198_1001,3,18
2015_3_5201_1001,5,10
2015_3_5207_1001,5,7
2015_3_5212_1001,4,7
2015_3_5218_1001,2,15
2015_3_5228_1001,4,19
2015_3_5255_1001,4,4
2015_3_5256_1001,2,10
2015_3_5258_1001,5,14
2015_3_5264_1001,2,15
2015_3_5265_1001,2,15
2015_3_5266_1001,1,4
2015_3_5272_1001,4,19
2015_3_5276_1001,2,15
2015_3_5278_1001,2,15
2015_3_5280_1001,5,15
2015_3_5282_1001,5,13
2015_3_5301_1001,3,15
2015_3_5304_1001,5,10
2015_3_5308_1001,2,10
2015_3_5309_1001,2,19
2015_3_5310_1001,1,10
2015_3_5313_1001,5,4
2015_3_5318_1001,4,10
2015_3_5322_1001,1,11
2015_3_5326_1001,2,2
2015_3_5333_1001,2,8
2015_3_5334_1001,5,5
2015_3_5339_1001,4,4
2015_3_5340_1001,2,14
2015_3_5343_1001,5,9
2015_3_5345_1001,5,19
2015_3_5348_1001,4,6
2015_3_5354_1001,1,11
2015_3_5361_1001,4,20
2015_3_5373_1001,1,17
2015_3_5374_1001,2,14
2015_3_5376_1001,2,20
2015_3_5377_1001,4,4
2015_3_5379_1001,5,10
2015_3_5380_1001,5,20
2015_3_5381_1001,5,8
2015_3_5386_1001,5,15
2015_3_5392_1001,3,9
2015_3_5397_1001,2,15
2015_3_5398_1001,4,8
2015_3_5400_1001,3,15
2015_3_5401_1001,4,4
2015_3_5402_1001,5,14
2015_3_5405_1001,4,9
2015_3_5409_1001,5,14
2015_3_5416_1001,4,15
2015_3_5420_1001,2,17
2015_3_5426_1001,2,8
2015_3_5434_1001,5,19
2015_3_5435_1001,2,14
2015_3_5440_1001,2,15
2015_3_5444_1001,2,20
2015_3_5445_1001,4,20
2015_3_5448_1001,2,8
2015_3_5453_1001,3,15
2015_3_5454_1001,4,7
2015_3_5456_1001,3,19
2015_3_5458_1001,5,15
2015_3_5460_1001,2,15
2015_3_5463_1001,2,15
2015_3_5466_1001,2,11
2015_3_5470_1001,5,9
2015_3_5473_1001,1,1
2015_3_5477_1001,2,7
2015_3_5478_1001,1,17
2015_3_5483_1001,1,1
2015_3_5484_1001,4,11
2015_3_5488_1001,2,17
2015_1_2636_1001,5,14
2015_1_2637_1001,3,14
2015_1_2640_1001,5,7
2015_1_2643_1001,1,7
2015_1_2644_1001,5,15
2015_5_7136_1001,2,14
2015_5_7141_1001,3,15
2015_5_7144_1001,5,9
2015_5_7159_1001,4,15
2015_5_7164_1001,4,20
2015_5_7168_1001,4,9
2015_5_7172_1001,4,13
2015_5_7181_1001,4,15
2015_5_7182_1001,2,14
2015_5_7185_1001,3,14
2015_5_7196_1001,5,7
2015_5_7200_1001,1,14
2015_5_7201_1001,3,15
2015_5_7209_1001,3,15
2015_5_7218_1001,1,4
2015_5_7219_1001,4,18
2015_5_7222_1001,3,15
2015_5_7225_1001,2,9
2015_5_7234_1001,1,20
2015_5_7236_1001,2,18
2015_5_7241_1001,2,5
2015_5_7242_1001,1,2
2015_5_7244_1001,2,20
2015_5_7245_1001,4,15
2015_5_7254_1001,2,7
2015_5_7257_1001,2,5
2015_5_7258_1001,1,18
2015_5_7267_1001,3,11
2015_5_7268_1001,2,11
2015_5_7279_1001,4,5
2015_5_7282_1001,2,15
2015_5_7286_1001,5,9
2015_5_7288_1001,2,5
2015_5_7289_1001,2,6
2015_5_7299_1001,3,4
2015_5_7302_1001,2,9
2015_5_7308_1001,2,7
2015_5_7311_1001,5,4
2015_5_7315_1001,1,20
2015_5_7318_1001,5,15
2015_6_4915_1001,5,7
2015_6_4917_1001,3,20
2015_6_4919_1001,5,18
2015_6_4923_1001,4,9
2015_6_4924_1001,5,5
2015_6_4926_1001,2,15
2015_6_4927_1001,5,8
2015_6_4928_1001,5,17
2015_6_4931_1001,2,10
2015_6_4935_1001,1,7
2015_6_4938_1001,3,15
2015_6_4940_1001,4,8
2015_6_4944_1001,3,12
2015_6_4945_1001,4,15
2015_6_4953_1001,2,16
2015_6_4957_1001,5,16
2015_6_4961_1001,5,15
2015_6_4970_1001,4,9
2015_6_4976_1001,4,18
2015_6_4985_1001,2,14
2015_6_4986_1001,2,6
2015_6_5000_1001,5,18
2015_6_5004_1001,2,19
2015_6_5016_1001,4,11
2015_6_5018_1001,3,15
2015_6_5019_1001,1,14
2015_6_5020_1001,4,16
2015_6_5021_1001,2,19
2015_6_5022_1001,5,13
2015_6_5026_1001,2,1
2015_1_2655_1001,4,20
2015_1_2656_1001,4,11
2015_1_2661_1001,1,9
2015_1_2662_1001,4,7
2015_1_2663_1001,2,9
2015_1_2664_1001,1,8
2015_1_2667_1001,4,4
2015_1_2678_1001,5,4
2015_1_2681_1001,2,13
2015_1_2683_1001,1,9
2015_1_2687_1001,2,7
2015_1_2691_1001,5,7
2015_1_2698_1001,4,7
2015_1_2707_1001,3,9
2015_1_2712_1001,4,15
2015_1_2726_1001,3,9
2015_1_2727_1001,3,20
2015_1_2732_1001,3,19
2015_1_2741_1001,5,7
2015_1_2742_1001,5,4
2015_1_2744_1001,1,9
2015_1_2745_1001,2,19
2015_1_2748_1001,1,16
2015_1_2749_1001,2,6
2015_1_2751_1001,2,20
2015_1_2754_1001,2,19
2015_1_2758_1001,3,8
2015_1_2759_1001,4,7
2015_1_2771_1001,2,11
2015_1_2773_1001,5,4
2015_1_2775_1001,4,15
2015_1_2780_1001,4,2
2015_1_2801_1001,2,15
2015_1_2809_1001,4,20
2015_1_2811_1001,2,20
2015_1_2815_1001,5,9
2015_1_2818_1001,2,9
2015_1_2821_1001,5,17
2015_1_2823_1001,5,15
2015_1_2834_1001,4,8
2015_1_2839_1001,1,9
2015_1_2841_1001,5,9
2015_1_2842_1001,2,20
2015_1_2848_1001,2,15
2015_1_2849_1001,2,6
2015_1_2854_1001,5,7
2015_1_2864_1001,2,11
2015_1_2867_1001,5,9
2015_1_2869_1001,5,13
2015_1_2870_1001,2,20
2015_1_2879_1001,3,16
2015_1_2899_1001,2,9
2015_1_2902_1001,4,15
2015_1_2904_1001,5,9
2015_1_2906_1001,1,9
2015_1_2907_1001,5,8
2015_1_2911_1001,3,9
2015_1_2912_1001,5,15
2015_1_2928_1001,4,19
2015_1_2939_1001,3,8
2015_1_2940_1001,5,5
2015_1_2942_1001,2,20
2015_1_2943_1001,3,20
2015_1_2944_1001,5,20
2015_1_2946_1001,5,13
2015_1_2948_1001,5,15
2015_1_2950_1001,5,9
2015_1_2953_1001,1,1
2015_1_2957_1001,2,1
2015_1_2960_1001,2,9
2015_1_2961_1001,5,14
2015_1_2964_1001,1,9
2015_1_2973_1001,4,14
2015_1_2974_1001,4,7
2015_1_2979_1001,3,4
2015_1_2983_1001,1,14
2015_1_2985_1001,5,13
2015_1_2986_1001,4,4
2015_1_2987_1001,4,7
2015_1_2992_1001,5,7
2015_1_3001_1001,2,20
2015_1_3002_1001,1,9
2015_1_3014_1001,1,14
2015_1_3017_1001,1,18
2015_1_3020_1001,1,7
2015_1_3026_1001,1,1
2015_1_3028_1001,1,18
2015_1_3041_1001,5,8
2015_1_3044_1001,2,9
2015_1_3045_1001,1,1
2015_1_3047_1001,5,15
2015_1_3048_1001,5,17
2015_1_3053_1001,4,17
2015_1_3054_1001,5,7
2015_1_3055_1001,3,7
2015_1_3057_1001,2,1
2015_1_3065_1001,4,4
2015_1_3068_1001,5,15
2015_1_3070_1001,5,13
2015_1_3072_1001,5,7
2015_1_3076_1001,5,15
2015_1_3077_1001,2,15
2015_1_3080_1001,5,8
2015_1_3085_1001,1,9
2015_1_3096_1001,5,7
2015_1_3099_1001,5,5
2015_1_3100_1001,2,15
2015_1_3101_1001,4,9
2015_1_3109_1001,1,15
2015_1_3110_1001,1,7
2015_1_3113_1001,2,7
2015_1_3117_1001,4,1
2015_1_3120_1001,1,7
2015_1_3122_1001,5,14
2015_1_3127_1001,5,9
2015_1_3140_1001,5,8
2015_1_3141_1001,2,17
2015_1_3148_1001,4,18
2015_1_3153_1001,1,15
2015_1_3156_1001,2,13
2015_1_3158_1001,2,19
2015_1_3159_1001,5,15
2015_1_3164_1001,2,14
2015_1_3166_1001,3,19
2015_1_3167_1001,2,7
2015_1_3171_1001,2,20
2015_1_3173_1001,5,18
2015_1_3180_1001,2,17
2015_1_3181_1001,5,13
2015_1_3183_1001,4,2
2015_1_3184_1001,4,17
2015_1_3185_1001,1,14
2015_1_3187_1001,5,17
2015_1_3195_1001,1,13
2015_1_3196_1001,1,1
2015_1_3199_1001,3,10
2015_1_3205_1001,2,14
2015_1_3207_1001,5,10
2015_1_3208_1001,2,20
2015_1_3210_1001,5,17
2015_1_3211_1001,5,17
2015_1_3216_1001,2,15
2015_1_3217_1001,4,10
2015_1_3238_1001,5,5
2015_1_3241_1001,5,20
2015_1_3244_1001,4,14
2015_1_3249_1001,1,19
2015_1_3251_1001,4,20
2015_1_3257_1001,4,1
2015_1_3258_1001,2,8
2015_1_3264_1001,5,15
2015_1_3270_1001,1,16
2015_1_3271_1001,5,8
2015_1_3275_1001,1,1
2015_1_3279_1001,5,8
2015_1_3280_1001,5,15
2015_1_3281_1001,5,9
2015_1_3283_1001,2,15
2015_1_3285_1001,1,16
2015_1_3294_1001,1,18
2015_1_3295_1001,3,17
2015_1_3296_1001,2,7
2015_1_3298_1001,5,14
2015_1_3300_1001,3,15
2015_1_3301_1001,2,15
2015_1_3305_1001,2,1
2015_1_3312_1001,4,18
2015_1_3314_1001,5,20
2015_1_3325_1001,3,15
2015_1_3326_1001,3,14
2015_1_3333_1001,5,14
2015_1_3340_1001,2,11
2015_1_3342_1001,3,15
2015_1_3343_1001,4,15
2015_1_3345_1001,5,14
2015_1_3360_1001,5,14
2015_1_3374_1001,5,7
2015_1_3376_1001,2,4
2015_1_3381_1001,5,8
2015_1_3385_1001,3,9
2015_1_3387_1001,2,8
2015_1_3392_1001,2,8
2015_1_3402_1001,1,15
2015_1_3425_1001,1,17
2015_1_3426_1001,5,8
2015_1_3430_1001,5,15
2015_1_3435_1001,5,1
2015_1_3438_1001,5,11
2015_1_3449_1001,1,14
2015_1_3453_1001,5,20
2015_1_3455_1001,5,15
2015_1_3457_1001,2,17
2015_1_3459_1001,5,15
2015_1_3461_1001,1,7
2015_1_3463_1001,5,8
2015_1_3466_1001,5,7
2015_1_3468_1001,1,17
2015_1_3469_1001,2,20
2015_1_3480_1001,2,14
2015_1_3483_1001,5,20
2015_1_3501_1001,5,9
2015_1_3509_1001,5,15
2015_1_3511_1001,5,7
2015_1_3514_1001,3,15
2015_1_3517_1001,3,9
2015_1_3518_1001,5,10
2015_1_3520_1001,1,20
2015_1_3525_1001,4,19
2015_1_3528_1001,1,16
2015_1_3529_1001,5,17
2015_1_3536_1001,2,11
2015_1_3540_1001,5,6
2015_1_3543_1001,2,18
2015_1_3545_1001,5,13
2015_1_3557_1001,5,15
2015_1_3565_1001,4,11
2015_1_3576_1001,2,15
2015_1_3581_1001,5,8
2015_1_3585_1001,5,5
2015_1_3586_1001,4,19
2015_1_3587_1001,2,19
2015_1_3590_1001,5,15
2015_1_3596_1001,1,13
2015_1_3597_1001,2,15
2015_1_3600_1001,3,1
2015_1_3604_1001,1,12
2015_1_3607_1001,5,5
2015_1_3621_1001,1,15
2015_1_3623_1001,1,15
2015_1_3625_1001,1,6
2015_1_3630_1001,4,15
2015_1_3631_1001,5,11
2015_1_3632_1001,2,14
2015_1_3634_1001,2,15
2015_1_3636_1001,4,15
2015_1_3637_1001,2,14
